yr_released,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
2010,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,No,Yes,Female
2010,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Parole,4JD,No,Yes,Male
2010,Black - Non-Hispanic,45-54,D Felony,Public Order,Traffic,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,45-54,D Felony,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,45-54,D Felony,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,45-54,D Felony,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,1JD,Yes,Yes,Male
2010,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,3JD,No,Yes,Female
2010,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,6JD,No,Yes,Female
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,7JD,Yes,Yes,Male
2010,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,Parole,5JD,Yes,Yes,Female
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,3JD,Yes,Yes,Male
2010,White - Non-Hispanic,55 and Older,Felony - Enhanced,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
2010,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,Felony - Enhanced,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,Special Sentence,8JD,Yes,Yes,Male
2010,Black - Non-Hispanic,45-54,Felony - Enhanced,Violent,Robbery,Discharged – End of Sentence,,Yes,No,Female
2010,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,4JD,Yes,Yes,Male
2010,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,6JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,Felony - Enhanced,Property,Burglary,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Property,Vandalism,Discharged – End of Sentence,,Yes,No,Male
2010,Black - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Male
2010,Black - Non-Hispanic,35-44,Felony - Enhanced,Violent,Assault,Parole,1JD,No,Yes,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,3JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,D Felony,Violent,Other Violent,Discharged – End of Sentence,,Yes,No,Female
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Special Sentence,8JD,No,Yes,Male
2010,Asian or Pacific Islander - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,2JD,No,Yes,Female
2010,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
2010,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Other,Animals,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,1JD,Yes,Yes,Male
2010,White - Non-Hispanic,45-54,Felony - Enhanced,Public Order,OWI,Parole,3JD,No,Yes,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,45-54,Felony - Enhanced,Drug,Drug Possession,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,Felony - Enhanced,Drug,Drug Possession,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,3JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,3JD,No,Yes,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,,No,No,Male
2011,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,3JD,No,Yes,Male
2011,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,Special Sentence,3JD,Yes,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Public Order,Traffic,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,,No,No,Male
2011,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,1JD,No,Yes,Male
2011,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged – End of Sentence,,Yes,No,Male
2011,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,Yes,Male
2011,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,Yes,Yes,Male
2011,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,1JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Violent,Robbery,Parole,5JD,Yes,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,Yes,Yes,Male
2011,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
2011,White - Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,2JD,Yes,Yes,Male
2011,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Female
2011,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2011,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,Yes,Yes,Male
2011,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Vandalism,Parole,5JD,Yes,Yes,Female
2011,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole,7JD,Yes,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,Interstate Compact,Yes,Yes,Male
2011,White - Non-Hispanic,Under 25,D Felony,Public Order,Other Public Order,Parole,1JD,Yes,Yes,Male
2011,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,7JD,No,Yes,Male
2011,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2011,Black - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole,7JD,Yes,Yes,Male
2011,White - Non-Hispanic,35-44,D Felony,Violent,Other Violent,Parole,5JD,Yes,Yes,Male
2011,White - Non-Hispanic,55 and Older,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,45-54,D Felony,Property,Theft,Parole,5JD,Yes,Yes,Male
2011,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,2JD,Yes,Yes,Male
2011,White - Non-Hispanic,55 and Older,D Felony,Violent,Sex,Special Sentence,4JD,No,Yes,Male
2011,American Indian or Alaska Native - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
2011,White - Non-Hispanic,45-54,D Felony,Violent,Sex,Special Sentence,8JD,No,Yes,Male
2011,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2011,White - Hispanic,55 and Older,B Felony,Drug,Trafficking,Parole,3JD,Yes,Yes,Male
2011,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Male
2011,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,4JD,Yes,Yes,Male
2011,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male
2011,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Female
2011,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No,Male
2011,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
2011,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,3JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,3JD,No,Yes,Male
2011,American Indian or Alaska Native - Hispanic,Under 25,D Felony,Property,Burglary,Parole,5JD,No,Yes,Male
2011,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,3JD,No,Yes,Female
2011,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,3JD,No,Yes,Female
2011,White - Hispanic,25-34,C Felony,Drug,Trafficking,Parole,3JD,Yes,Yes,Male
2011,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,8JD,No,Yes,Male
2011,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,8JD,No,Yes,Male
2011,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,8JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,OWI,Parole,5JD,Yes,Yes,Male
2011,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2011,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,Yes,Female
2011,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,Yes,Female
2011,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,Yes,Female
2011,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Interstate Compact,No,No,Male
2011,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
2011,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male
2011,Black - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2011,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,1JD,Yes,Yes,Male
2011,White - Non-Hispanic,35-44,B Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male
2011,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,6JD,Yes,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,Interstate Compact,Yes,No,Male
2011,Black - Non-Hispanic,35-44,C Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,No,Yes,Male
2011,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,Yes,Male
2011,White - Non-Hispanic,55 and Older,D Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,55 and Older,D Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2011,White - Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Interstate Compact,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,Yes,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Violent,Murder/Manslaughter,Parole,7JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Violent,Murder/Manslaughter,Parole,7JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
2011,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Parole,3JD,No,Yes,Male
2011,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,3JD,No,Yes,Male
2011,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,1JD,No,Yes,Male
2011,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
2011,White - Non-Hispanic,25-34,B Felony,Violent,Robbery,Parole,Interstate Compact,No,No,Male
2011,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,55 and Older,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,,No,No,Male
2011,Black - Non-Hispanic,45-54,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,Black - Non-Hispanic,45-54,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2011,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Parole,2JD,Yes,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2011,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2011,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,5JD,Yes,Yes,Male
2011,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,Yes,Yes,Male
2011,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2011,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,No,Yes,Male
2011,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,No,Yes,Male
2011,White - Hispanic,25-34,D Felony,Public Order,OWI,Parole,7JD,No,Yes,Female
2011,White - Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2011,White - Hispanic,35-44,D Felony,Public Order,OWI,Parole,5JD,Yes,Yes,Male
2011,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,No,Male
